;name;image;appearences;description
80;Alfred;https://static.wikia.nocookie.net/marveldatabase/images/e/ef/Alfred_%28Greenwich_Village%29_%28Earth-616%29_from_X-Men_Vol_1_36_001.png/revision/latest?cb=20200213061631;X-Men Vol 1 36;Alfred was among the crowd who watched the Beast and Iceman perform in Washington Square Park.[91]
81;Alfred;https://static.wikia.nocookie.net/marveldatabase/images/3/3f/Alfred_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_202_001.png/revision/latest?cb=20210414044342;Amazing Spider-Man Vol 1 202;Alfred was one of Lorenzo Jacobi's henchmen.[92]
82;Algie;https://static.wikia.nocookie.net/marveldatabase/images/2/28/Algie_%28Earth-616%29_from_Punisher_Meets_Archie_Vol_1_1_0001.jpg/revision/latest?cb=20151125005141;Punisher Meets Archie Vol 1 1;Algie was a member of the rival gang of Red Fever who was called by Ernie after he got the tip from Scooter that Red Fever was in Riverdale and ultimately he clashed with the whole gang against the Punisher.[93]
83;Ali;https://static.wikia.nocookie.net/marveldatabase/images/a/ae/Ali_%28Earth-616%29_from_Knights_of_Pendragon_Vol_1_2_0001.jpg/revision/latest?cb=20191215161826;Knights of Pendragon Vol 1 2;Ali was the Head Warden of Tsavo East Reserve, Kenya. He helped Dai Thomas investigate the murder of Mister Conrad and poachers' activity.[94]
84;Alice;https://static.wikia.nocookie.net/marveldatabase/images/0/07/Alice_%28Cobbler%27s_Roost%29_%28Earth-616%29_from_Defenders_Vol_1_20_001.png/revision/latest?cb=20200304182241;Defenders Vol 1 20;Alice was the owner of the town coffee shop in Cobbler's Roost.[95]
85;Alice;https://static.wikia.nocookie.net/marveldatabase/images/0/0e/Alice_%28Doctor%29_%28Earth-616%29_from_Marvel_Team-Up_Vol_1_64_0001.png/revision/latest?cb=20200118021419;Marvel Team-Up Vol 1 64;Alice was a nurse called by Jeryn Hogarth to treat Daniel Rand after the duel against the Steel Serpent.[96]
86;Alice;https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Alice_from_Amazing_Spider-Man_Annual_Vol_1_14_0001.jpg/revision/latest?cb=20181221170543;Amazing Spider-Man Annual Vol 1 14;One night in the Greenwich Village, Alice and her family saw Spider-Man (Peter Parker) fighting against strange four-armed creatures.[97]
87;Alice;https://static.wikia.nocookie.net/marveldatabase/images/5/50/Alice_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_257_0001.jpg/revision/latest?cb=20210108105728;Amazing Spider-Man Vol 1 257;Bill and Alice were a couple who lived in the apartment where Puma collapsed from the roof due to the Black Cat's powers of bad luck.[98]
88;Alice;https://static.wikia.nocookie.net/marveldatabase/images/5/58/Alice_%28Earth-616%29_from_Punisher_War_Zone_Vol_1_12_0001.jpg/revision/latest?cb=20160827222755;Punisher: War Zone Vol 1 12;Alice, herself a psychopath, after the brainwashing she was made to believe to be the wife of George, and after he tried to attack her, she suffered a psychotic breakdown trying to kill Frank Castle that had just saved her.[99]
89;Alice;https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Alice_%28Genosha%29_%28Earth-616%29_from_X-Factor_Vol_1_89_0001.png/revision/latest?cb=20111218011658;X-Factor Vol 1 89;Alice was among the Genoshan mutates serving the President of Genosha. She apologized profusely when she dropped tray of food for Prodigal of the X-Patriots. The President forgave her.[100]
90;Alice;https://static.wikia.nocookie.net/marveldatabase/images/6/67/Alice_%28Greenwich_Village%29_%28Earth-616%29_from_Spider-Man_Unlimited_Vol_1_20_0001.png/revision/latest?cb=20131102140452;Spider-Man Unlimited Vol 1 20;Alice witnessed the Zombie kidnap her friend Billy.[101]
91;Alice;https://static.wikia.nocookie.net/marveldatabase/images/1/18/Alice_%28Earth-616%29_from_X-23_Vol_3_4_0001.jpg/revision/latest?cb=20200525173319;X-23 Vol 3 4;Mentions: X-23 (Vol. 3) #10
92;Alice;https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Alice_%28Earth-616%29_from_Daredevil_Vol_6_26_0001.png/revision/latest?cb=20210129222556;Daredevil Vol 6 26;"Alice was a teenager on the run from her mother. When her mother tried to bring her back to her house, they had a fight, and while Alice ran away from her, her mother was possessed by an alien symbiote, and together they attacked her, but she was saved by Elektra's intervention as Daredevil.[103]
Although Elektra managed to save Alice, unfortunately her mother under the complete control of the symbiote was killed by Typhoid Mary, also controlled by a symbiote.[104]
Elektra welcomed Alice, now an orphan like her, into her house after the death of her mother.[105]
Elektra tried to teach Alice how to fight and had her watch her knock out two henchmen from the Libris Crime Family.[106]
After training her, Elektra took Alice with her to a club she owned, used by Hell's Kitchen boss Butch Pharris for a party. When Pharris unleashed a masked man against Elektra, Alice collided with a henchman of Pharris, defeating him, and soon after she shot Elektra's opponent when he saw her in trouble, not knowing she was a member of the Hand.[107]"
93;Alika;https://static.wikia.nocookie.net/marveldatabase/images/3/35/Alika_%28Earth-616%29_from_Wolverine_Vol_2_1000_0001.png/revision/latest?cb=20140524093259;Wolverine Vol 2 1000;Alika was one of the evolved lycanthropes who was eventually defeated and killed Logan.[108]
94;Alisha;https://static.wikia.nocookie.net/marveldatabase/images/1/16/Alisha_%28Earth-616%29_from_Savage_Avengers_Vol_1_20_0001.jpg/revision/latest?cb=20210501153208;Savage Avengers Vol 1 14;"Alisha was the bartender at the Bar with No Name in New York City. Conan met Alisha when he broke into Bar With No Name along with Magik.[109]
Alisha served at the Bar while Conan celebrated with the girls.[110]
Alisha told Rhino that in order to keep the Bar in that location, a big score had to be made that would keep the cops paid, and it would take four men to do it. Conan immediately volunteered.[111]"
95;Alison;https://static.wikia.nocookie.net/marveldatabase/images/0/0b/Alison_%28Earth-616%29_from_Longshot_Vol_1_3_0001.jpg/revision/latest?cb=20210418065812;Longshot Vol 1 3;Alison was Theo's daughter. She was a very lively child and she played at home with her sister and their little dog disturbing her father while he watched television.[112]
96;Alison;https://static.wikia.nocookie.net/marveldatabase/images/e/e8/Alison_%28Earth-616%29_from_Incredible_Hulk_Vol_1_383_0001.png/revision/latest?cb=20130611182955;Incredible Hulk Vol 1 383;As she was watching The Metamorphosis by Nadia Dornova in Broadway, Alison suddenly felt a little strange and disappeared in thin air.[113]
97;Alison;https://static.wikia.nocookie.net/marveldatabase/images/e/ea/Alison_%28Earth-616%29_from_Gambit_Vol_6_5_001.jpg/revision/latest?cb=20221119082438;Gambit Vol 6 5;Allison was a member of Lila Cheney's staff. When Lila threw the mike at Dominic Solarz hitting him in the teata, Allison promptly handed Lila a new mike so she could continue her concert.[114]
98;Aliyah;https://static.wikia.nocookie.net/marveldatabase/images/0/09/Aliyah_%28Earth-616%29_from_Black_Panther_Vol_8_2_001.jpg/revision/latest?cb=20211225175730;Black Panther Vol 8 2;Aliyah was the daughter of Kimura, a Black Panther sleeper agent based in Washington, D.C.. When a mysterious group of assassins set out on the trail of T'Challa's sleeping agents, they also targeted Kimura and after defeating her he was about to kill Aliyah and her father but they were saved thanks to the timely intervention of the Black Panther.[115]
99;Allen;https://static.wikia.nocookie.net/marveldatabase/images/4/48/Allen_%28Diamond_Cutter%29_%28Earth-616%29_from_Namora_Vol_1_1_0001.jpg/revision/latest?cb=20171119191140;Namora Vol 1 1;Allen was accused of stealing from the father of his girlfriend Joyce Wilson, a wealthy jewelry collector, after having suddenly disappeared. Instead, Allen had been kidnapped by the real jewel thieves and was cleared and released by Namora.[116]
100;Allen;https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Allen_%28Earth-616%29_from_Adventures_into_Weird_Worlds_Vol_1_16_0001.jpg/revision/latest?cb=20180618220427;Adventures into Weird Worlds Vol 1 16;When his friend Gordon Langley returned from India, he told Allen that he had developed mental powers taught to him by Yogis. Initially skeptical, Allen was later frightened by how Langley made objects disappear and came to the conclusion that they did not exist and were simply creations of another person's mind, and in fact they too vanished.[117]
101;Allen;https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Allen_%28Doctor%29_%28Earth-616%29_from_Marvel_Spotlight_Vol_1_2_001.png/revision/latest?cb=20191222053239;Marvel Spotlight Vol 1 2;Dr. Allen visited Jack Russell after he was found unconscious on the beach.[118]
102;Allen;https://static.wikia.nocookie.net/marveldatabase/images/d/de/Allen_%28Infant%29_%28Earth-616%29_from_Giant-Size_Man-Thing_Vol_1_5_0001.jpg/revision/latest?cb=20171119173434;Giant-Size Man-Thing Vol 1 5;Allen was a baby boy who was about to be sacrificed by Margaret and her followers to the demon Ehrthold but was rescued by the Man-Thing intervention.[119]
103;Allen;https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Allen_%28Earth-616%29_from_Nova_Vol_1_9_0001.jpg/revision/latest?cb=20200109030646;Nova Vol 1 9;Allen was the boyfriend of Clara Cooper, Nathan (Megaman) Cooper's ex-wife. When Nathan's nephew Caps Cooper went to Clara's house to warn her that his uncle was alive and was back, Allen slapped him loudly calling him a liar, but in turn he himself was beaten up by Megaman when he realized he moved on with his wife.[120]
104;Allen;https://static.wikia.nocookie.net/marveldatabase/images/7/7b/Allen_%28Nurse%29_%28Earth-616%29_from_Rom_Vol_1_55_0001.jpg/revision/latest?cb=20171119164953;Rom Vol 1 55;Allen was a nurse working at the Mercy Hospital who was infected by a Dire Wraith and died when the alien emerged by his body.[121]
105;Allen;https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Allen_%28Denver%29_%28Earth-616%29_from_Secret_Wars_II_Vol_1_7_0001.jpg/revision/latest?cb=20171119234206;Secret Wars II Vol 1 7;Allen was a neighbor and friend of Marsha Rosenberg and Owen Reece.[122]
106;Allen;https://static.wikia.nocookie.net/marveldatabase/images/0/0f/Allen_%28Earth-616%29_from_Defenders_Vol_2_9_0001.jpg/revision/latest?cb=20180618221558;Defenders Vol 2 9;Allen met Patsy Walker walking in Greenwich Village and asked her for an autograph.[123]
107;Allen;https://static.wikia.nocookie.net/marveldatabase/images/3/38/Allen_%28Attorney%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_547_0001.png/revision/latest?cb=20140520192836;Amazing Spider-Man Vol 1 547;Allen was Marla Jameson's attorney.[124]
108;Allen;https://static.wikia.nocookie.net/marveldatabase/images/3/36/Allen_%28Earth-616%29_from_Captain_Marvel_Vol_10_42_001.jpg/revision/latest?cb=20221015075123;Captain Marvel Vol 10 42;Allen was one of the people who became infected with a mysterious monster and made him become a furious and uncontrollable being by assaulting anyone he met until he confronted Captain Marvel who was easily knocked out by her without hurting him too much.[125]
109;Alma;https://static.wikia.nocookie.net/marveldatabase/images/3/3a/Alma_%28Earth-616%29_from_X-Men_Vol_1_55_0001.png/revision/latest?cb=20200214033742;X-Men Vol 1 55;Alma rented her Uptown top-floor apartment to Warren Worthington III.[62]
110;Almadovar;https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Almadovar_%28Earth-616%29_from_Deadpool_Vol_2_2_0001.png/revision/latest?cb=20191226224734;Deadpool Vol 2 2;Almadovar was a mobster wanted by the Interpol and warring syndicates for a million dollar bounty. Sean Cassidy and Daniel Peyer attempted to capture him, but Deadpool managed to kill Almadovar first, thus ruining their career within Interpol.[127]
111;Almita;https://static.wikia.nocookie.net/marveldatabase/images/b/b2/Almita_%28Earth-616%29_from_Silver_Surfer_Vol_6_3_0001.jpg/revision/latest?cb=20200914200754;Silver Surfer Vol 6 3;Almita was a Mexican girl who with her grandfather Horacio and a small group of people tried to emigrate to the United States by crossing the Chihuahuan Desert and stumbled upon while the High Evolutionary was terraforming the desert and almost trapping them in the jungle that was being created.[128]
112;Alonso;https://static.wikia.nocookie.net/marveldatabase/images/c/c1/Alonso_%28Earth-616%29_from_Punisher_Vol_9_3_001.jpg/revision/latest?cb=20221006210719;Punisher Vol 9 3;Alonso was Norah Winters' trusted hairdresser. When he was working on her in his hairdressing salon, even though he didn't quite agree with the cut she wanted, she got a message on her smartphone and ran out of the salon with Alonso yelling at her that he couldn't let her go in. those conditions.[129]
113;Alonzo;https://static.wikia.nocookie.net/marveldatabase/images/9/99/Alonzo_%28Earth-616%29_from_Amazing_Spider-Man_Annual_Vol_1_1999_0001.png/revision/latest?cb=20131204205916;Amazing Spider-Man Annual Vol 1 1999;Alonzo was Senator Stewart Ward's driver.[130]
114;Alphonse;https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Alphonse_%28Earth-616%29_from_Punisher_War_Journal_Vol_1_31_0001.jpg/revision/latest?cb=20160827133850;Punisher War Journal Vol 1 31;Alphonse was a member of the Humans Off Planet movement. He was killed by members of a gang while he was in a public bath to talk to an agent of General Urt.[131]
115;Amanda;https://static.wikia.nocookie.net/marveldatabase/images/a/a2/Amanda_%28Earth-616%29_from_Spectacular_Spider-Man_Vol_1_231_0001.png/revision/latest?cb=20130906113048;Spectacular Spider-Man Vol 1 231;Amanda was sold by James Johnsmeyer to his rival Wallace, as a prize for the Great Game.[132]
116;Amanda;https://static.wikia.nocookie.net/marveldatabase/images/2/28/Amanda_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_10_001.png/revision/latest?cb=20170121154822;Captain America: Sam Wilson Vol 1 10;Amanda was an SHN news anchor who reported on the nationwide protests about Sam Wilson taking the role of Captain America.[133]
117;Amar;https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Amar_%28Earth-616%29_from_X-23_Vol_3_7_0001.jpg/revision/latest?cb=20200705144308;X-23 Vol 3 7;Amar was an ex-pirate who had reformed and become a special adviser to the Singapore police. He promised to bring Gambit and Laura to Madripoor if they found and rescued a police informant.[134]
118;Amari;https://static.wikia.nocookie.net/marveldatabase/images/4/41/Amari_%28Earth-616%29_from_Captain_America_Sentinel_of_Liberty_Vol_2_4_001.jpg/revision/latest?cb=20220910093721;Captain America: Sentinel of Liberty Vol 2 1;"When Steve Rogers moved into a simple apartment on the Lower East Side to live a civilian life, he met his first neighbor. He was a little boy who lived in the apartment right in front of him and they introduced each other smiling, with the little boy introducing himself as Amari. Steve later taught Amari how to defend himself from bullies.[135]
While Steve was teaching Amari how to box to defend himself, the boy talked about a Forge he had heard from a power station from Germany, intriguing Steve who was investigating the origins of his shield leading to an elusive ""Forge"".[136]
Steve offered to take Amari to school, and when he told him he was no longer afraid of bullies thanks to what Steve had taught him.[137]"
